Wine Name,Year,Winery,Rating,num_review,Price,Region,Country,Flavour group 1,Flavour group 2,Flavour group 3,Grapes 1,Grapes 2,Acidity,Sweetness,Intensity,Type
Vigneto Il Poggio Chianti Classico Gran Selezione ,1982.0,Castello di Monsanto,4.1,53,310.5,Chianti Classico,Italy,oak,earth,red_fruit,sangiovese,0,4.5,1.0,3.5,red wine
Brunello di Montalcino ,1998.0,Il Grappolo,3.8,2959,220.5,Brunello di Montalcino,Italy,oak,earth,red_fruit,sangiovese,0,4.0,1.0,3.0,red wine
Châteauneuf du Pape Rouge ,1998.0,Château Cabrières,4.1,1895,216.0,Châteauneuf-du-Pape,France,oak,earth,black_fruit,shiraz-syrah,mourvedre,3.0,1.0,5.0,red wine
Margaux ,1980.0,Château Labégorce,4.0,18269,175.5,Margaux,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.0,red wine
Cuvée Prestige Saint-Émilion Grand Cru ,1989.0,Château Mondotte Bellisle,3.9,1562,261.0,Saint-Émilion Grand Cru,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Graves ,1993.0,Château Gravaillas,3.4,487,130.5,Graves,France,tropical_fruit,citrus_fruit,oak,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Moulin de Duhart Pauillac ,1990.0,Château Duhart-Milon,4.0,3097,216.0,Pauillac,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Saint-Estèphe (Grand Cru Classé) ,1940.0,Château Calon-Ségur,4.3,29749,1282.5,Saint-Estèphe,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Pessac-Léognan ,1995.0,Château de Cruzeau,3.8,8559,355.5,Pessac-Léognan,France,oak,earth,non_oak,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Albis ,2004.0,Haras de Pirque,4.3,199,171.0,Maipo Valley,Chile,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,3.0,1.0,5.0,red wine
Selección Especial ,1997.0,Montebaco,4.1,305,126.0,Ribera del Duero,Spain,red_fruit,earth,oak,tempranillo,0,4.0,1.0,4.0,red wine
Saint-Émilion Grand Cru (Grand Cru Classé) ,1987.0,Château l'Arrosee,4.2,4262,189.0,Saint-Émilion Grand Cru,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Margaux ,1962.0,Château Rauzan-Gassies,4.1,9035,805.5,Margaux,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.0,red wine
Rioja Gran Reserva ,1980.0,Montecillo,3.9,29891,189.0,Rioja,Spain,oak,earth,non_oak,tempranillo,graciano,4.0,1.0,4.0,red wine
Brauneberger Juffer Riesling Kabinett ,1990.0,Karp Schreiber,3.7,152,144.0,Mosel,Germany,tree_fruit,earth,tropical_fruit,riesling,0,5.0,1.0,3.0,white wine
Anagallis ,1990.0,Tenuta di Lilliano,4.1,295,175.5,Colli della Toscana Centrale,Italy,earth,oak,black_fruit,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Vigneto La Casuccia Chianti Classico Gran Selezione ,1986.0,Castello di Ama,4.2,1234,382.5,Chianti Classico,Italy,oak,earth,red_fruit,sangiovese,0,4.5,1.0,3.5,red wine
Châteauneuf-du-Pape ,2010.0,Le Vieux Donjon,4.2,353,288.0,Châteauneuf-du-Pape,France,oak,earth,black_fruit,shiraz-syrah,mourvedre,3.0,1.0,5.0,red wine
Pessac-Léognan ,1993.0,Château de Cruzeau,3.8,8559,310.5,Pessac-Léognan,France,oak,earth,non_oak,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Dolcetto di Diano d’Alba La Lepre  ,2001.0,Fontanafredda,3.6,1769,144.0,Dolcetto di Diano d'Alba,Italy,red_fruit,oak,spices,nebbiolo,barbera,2.0,1.5,4.0,red wine
Savigny-lès-Beaune ,2005.0,Maison Leroy,3.9,33,2475.0,Savigny-lès-Beaune,France,red_fruit,earth,oak,pinot-noir,0,4.0,1.0,2.5,red wine
Conde de Valdemar Reserva ,1975.0,Bodegas Valdemar,3.9,11967,270.0,Rioja,Spain,oak,non_oak,earth,tempranillo,graciano,4.0,1.0,4.0,red wine
Mazis-Chambertin Grand Cru ,2005.0,Lucien le Moine,4.4,235,1615.5,Mazis-Chambertin Grand Cru,France,red_fruit,oak,earth,pinot-noir,0,4.5,1.0,3.0,red wine
Saint-Émilion ,1988.0,Château Barberousse,3.8,1307,265.5,Saint-Émilion,France,oak,non_oak,spices,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Rioja Gran Reserva 904 ,1985.0,La Rioja Alta,4.4,99,652.5,Rioja,Spain,oak,earth,non_oak,tempranillo,graciano,4.0,1.0,4.0,red wine
Barolo ,1976.0,Luigi Calissano & Figli,3.8,72,252.0,Barolo,Italy,oak,earth,non_oak,nebbiolo,0,5.0,1.0,4.0,red wine
Grauer Burgunder Trocken ,2021.0,Oberbergener Bassgeige,3.4,99,112.05,Baden,Germany,tree_fruit,earth,citrus_fruit,pinot-gris,0,2.5,1.5,3.0,white wine
Origins Zinfandel ,2018.0,Omen,3.7,110,101.25,Sierra Foothills,United States,oak,black_fruit,red_fruit,zinfandel,0,1.5,2.0,5.0,red wine
Saint-Émilion Grand Cru (Grand Cru Classé) ,2020.0,Château Haut-Sarpe,4.2,5183,236.25,Saint-Émilion Grand Cru,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Basket Pressed Shiraz ,1998.0,Château Reynella,4.3,28,202.5,McLaren Vale,Australia,oak,black_fruit,earth,shiraz-syrah,0,3.5,1.0,4.5,red wine
Haut-Médoc ,1967.0,Château Citran,3.9,21250,310.5,Haut-Médoc,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.5,red wine
Les Templiers du Château du Grand Mouëys Premieres Côtes de Bordeaux ,1989.0,Château du Grand Mouëys,3.4,66,261.0,Premières Côtes de Bordeaux,France,microbio,0,0,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Saint-Émilion Grand Cru (Grand Cru Classé) ,1978.0,Château Les Grandes Murailles,4.2,1126,220.5,Saint-Émilion Grand Cru,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Sélection de Grains Nobles Riesling ,2000.0,Hugel,4.1,513,625.5,Alsace,France,earth,tree_fruit,citrus_fruit,riesling,0,4.5,4.0,4.0,dessert wine
Bordeaux Fonset-Lacour ,1985.0,Barton & Guestier,3.4,338,247.5,Bordeaux,France,black_fruit,microbio,red_fruit,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Bopparder Hamm Feuerlay Riesling Auslese ,2004.0,Matthias Müller,4.2,94,162.0,Mittelrhein,Germany,earth,tropical_fruit,citrus_fruit,riesling,0,5.0,1.0,3.0,white wine
Brunello di Montalcino ,1983.0,Scopetone,4.2,1089,265.5,Brunello di Montalcino,Italy,oak,earth,red_fruit,sangiovese,0,4.0,1.0,3.0,red wine
Médoc ,1988.0,Château Loudenne,3.9,5640,252.0,Médoc,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Colonia Chianti Classico Riserva ,2007.0,Fèlsina,4.2,45,382.5,Chianti Classico,Italy,oak,black_fruit,earth,sangiovese,0,4.5,1.0,3.5,red wine
Pomerol ,1982.0,Clos du Vieux Plateau Certan,3.9,213,400.5,Pomerol,France,oak,black_fruit,red_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Saint-Émilion ,1995.0,Petite Lucie,4.1,86,211.5,Saint-Émilion,France,black_fruit,spices,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Châteauneuf-du-Pape Chaupin ,2003.0,Domaine de la Janasse,3.9,118,355.5,Châteauneuf-du-Pape,France,red_fruit,black_fruit,spices,shiraz-syrah,mourvedre,3.0,1.0,5.0,red wine
Savigny-lès-Beaune ,2022.0,Doudet Naudin,3.9,351,157.275,Savigny-lès-Beaune,France,oak,red_fruit,earth,pinot-noir,0,4.0,1.0,2.5,red wine
Conde de Valdemar Gran Reserva ,1985.0,Bodegas Valdemar,4.1,75,202.5,Rioja,Spain,oak,non_oak,earth,tempranillo,graciano,4.0,1.0,4.0,red wine
Cuvèe du Bontemps Sauternes ,1986.0,Commanderie du Bontemps,3.9,36,310.5,Sauternes,France,earth,0,0,sauvignon-blanc,semillion,4.5,5.0,5.0,dessert wine
Brunello di Montalcino ,1985.0,Tenute Silvio Nardi,4.1,12526,351.0,Brunello di Montalcino,Italy,oak,earth,red_fruit,sangiovese,0,4.0,1.0,3.0,red wine
Fior d'Arancio Secco ,2022.0,Cantina Colli Euganei,4.0,76,40.5,Colli Euganei Fior d'Arancio,Italy,citrus_fruit,tree_fruit,floral,arneis,pinot-blanc,3.0,2.0,4.0,white wine
Pouilly-Fuissé ,2020.0,Janots-Bos,4.2,253,135.0,Pouilly-Fuissé,France,oak,tropical_fruit,citrus_fruit,chardonnay,aligote,2.5,1.0,3.0,white wine
Ape Reale Barbera d'Alba ,2023.0,BelColle,3.6,825,36.449999999999996,Barbera d'Alba,Italy,red_fruit,black_fruit,oak,barbera,0,4.0,1.0,3.5,red wine
Cabernet Sauvignon ,2019.0,Domaine de la Baume,3.7,581,40.050000000000004,Languedoc,France,red_fruit,spices,oak,shiraz-syrah,grenache-noir,4.0,1.0,4.0,red wine
Selection Grüner Veltliner ,2020.0,Landhaus Paul,3.7,99,38.025,Burgenland,Austria,tree_fruit,citrus_fruit,earth,gruner-veltliner,0,4.0,1.0,2.0,white wine
Cabernet Sauvignon ,2022.0,Gold Country,3.6,713,28.349999999999998,California,United States,oak,red_fruit,spices,cabernet-sauvignon,0,3.0,1.0,5.0,red wine
Dornfelder Halbtrocken ,2021.0,Winzervereinigung Freyburg-Unstrut,3.5,183,40.050000000000004,Saale-Unstrut,Germany,red_fruit,earth,oak,dornfelder,0,3.0,1.0,3.0,red wine
Rosso di Montalcino ,2019.0,Baricci,4.1,199,98.55,Rosso di Montalcino,Italy,red_fruit,oak,earth,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Estate Vineyards Syrah (Shiraz) ,2018.0,Rust En Vrede,4.2,378,110.25,Stellenbosch,South Africa,oak,spices,black_fruit,shiraz-syrah,0,3.5,1.0,4.5,red wine
Costiera Bardolino Classico ,2020.0,Cecilia Beretta,3.7,54,33.75,Bardolino Classico,Italy,red_fruit,citrus_fruit,black_fruit,nebbiolo,barbera,2.0,1.5,4.0,red wine
Sauternes ,1998.0,Château Bastor-Lamontagne,3.9,53,121.05,Sauternes,France,earth,tree_fruit,oak,sauvignon-blanc,semillion,4.5,5.0,5.0,dessert wine
Beaune 1er Cru 'Les Cent Vignes' ,2008.0,Jaffelin,3.8,184,36.449999999999996,Beaune 1er Cru 'Les Cent Vignes',France,black_fruit,red_fruit,earth,pinot-noir,0,4.0,1.0,2.5,red wine
Châteauneuf-du-Pape Blanc ,2017.0,Domaine Chante Cigale,3.9,96,80.55,Châteauneuf-du-Pape,France,tree_fruit,earth,citrus_fruit,viognier,roussanne,3.0,1.0,3.5,white wine
Chateau du Moulin Saint-Croix-du-Mont ,2007.0,Pierre Dumontet,4.0,58,94.5,Saint-Croix-du-Mont,France,vegetal,0,0,sauvignon-blanc,semillion,4.5,5.0,4.0,dessert wine
Pomerol ,2009.0,Château Prieurs de la Commanderie,4.2,34,170.54999999999998,Pomerol,France,oak,earth,red_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Sauternes (Grand Cru Classé) ,2011.0,Château de Myrat,4.2,278,157.04999999999998,Sauternes,France,earth,tree_fruit,citrus_fruit,sauvignon-blanc,semillion,4.5,5.0,5.0,dessert wine
Merlot ,2019.0,Guardian Peak,3.6,169,29.025000000000002,Stellenbosch,South Africa,oak,black_fruit,non_oak,merlot,0,3.0,1.5,4.0,red wine
La Fourvieille  Puisseguin-Saint-Émilion ,2016.0,Château Guibot,3.8,142,130.04999999999998,Puisseguin-Saint-Émilion,France,black_fruit,oak,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Empreintes Cornas ,2012.0,Domaine Durand (Eric & Joël),4.1,183,130.04999999999998,Cornas,France,black_fruit,oak,earth,shiraz-syrah,0,3.5,1.0,5.0,red wine
Chambolle-Musigny Premier Cru Les Fuées ,1986.0,Jacques-Frederic Mugnier,4.4,686,1192.5,Chambolle-Musigny Premier Cru,France,red_fruit,earth,floral,pinot-noir,0,4.5,1.0,3.0,red wine
Haut-Médoc ,1990.0,Château Beaumont,3.8,17237,171.0,Haut-Médoc,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.5,red wine
Realda ,1988.0,Anselmi,3.8,332,202.5,Veneto,Italy,black_fruit,oak,spices,nebbiolo,barbera,2.0,1.5,4.0,red wine
Échezeaux Grand Cru ,2010.0,Domaine Jean-Pierre Guyon,4.3,246,2902.5,Échezeaux Grand Cru,France,red_fruit,earth,oak,pinot-noir,0,4.5,1.0,3.0,red wine
Chianti Classico Riserva ,1986.0,Castello di Querceto,3.8,6768,216.0,Chianti Classico,Italy,oak,red_fruit,earth,sangiovese,0,4.5,1.0,3.5,red wine
Villa Antinori Chianti Classico Riserva ,1991.0,Antinori,4.2,30,157.5,Chianti Classico,Italy,oak,red_fruit,earth,sangiovese,0,4.5,1.0,3.5,red wine
Bandol Blanc ,2000.0,Domaine Tempier,4.2,2429,715.5,Bandol,France,earth,tree_fruit,citrus_fruit,semillion,clairette,3.0,1.5,3.0,white wine
Riserva ,2010.0,Vignalta,3.8,397,207.0,Colli Euganei,Italy,oak,earth,black_fruit,nebbiolo,barbera,2.0,1.5,4.0,red wine
Chablis 1er Cru 'Montmains' ,2022.0,Doudet Naudin,4.0,171,166.275,Chablis 1er Cru 'Montmains',France,oak,tree_fruit,earth,chardonnay,0,4.0,1.0,3.0,white wine
Musigny Grand Cru ,2004.0,Domaine Jacques Prieur,4.4,25,3577.5,Musigny Grand Cru,France,oak,earth,red_fruit,pinot-noir,0,4.5,1.0,3.0,red wine
Pinotage ,1997.0,Kanonkop,4.2,86,306.0,Stellenbosch,South Africa,oak,black_fruit,non_oak,pinotage,0,3.0,1.0,4.0,red wine
Saint-Émilion Grand Cru (Grand Cru Classé) ,1983.0,Château Grand-Pontet,4.1,5853,130.5,Saint-Émilion Grand Cru,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Beaune Premier Cru 'Aux Cras' ,2018.0,Louis Jadot - Domaine Gagey,4.0,75,243.0,Beaune 1er Cru 'Aux Cras',France,red_fruit,black_fruit,spices,pinot-noir,0,4.0,1.0,2.5,red wine
Latricières-Chambertin Grand Cru ,1994.0,Domaine Faiveley,4.2,1410,607.5,Latricières-Chambertin Grand Cru,France,earth,red_fruit,oak,pinot-noir,0,4.5,1.0,3.0,red wine
Serego Alighieri MontePiazzo Valpolicella Classico Superiore ,1980.0,Masi,3.9,3174,175.5,Valpolicella,Italy,red_fruit,oak,black_fruit,corvina,rondinella,3.5,1.5,3.0,red wine
Haut-Médoc ,1904.0,Château Lanessan,3.8,17948,1341.0,Haut-Médoc,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.5,red wine
Pomerol ,1985.0,Château du Domaine de l'Eglise,4.2,4112,243.0,Pomerol,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Pommard Premier Cru 'Chaponnières' ,2010.0,Domaine Billard-Gonnet,4.0,28,400.5,Pommard 1er Cru 'Les Chaponnières',France,red_fruit,earth,oak,pinot-noir,0,4.0,1.0,2.5,red wine
Barbaresco Riserva Ovello ,2005.0,Produttori del Barbaresco,4.2,248,715.5,Barbaresco,Italy,earth,red_fruit,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Rüdesheimer Berg Schlossberg Riesling Spätlese ,2002.0,August Kesseler,4.3,65,189.0,Rheingau,Germany,earth,citrus_fruit,tropical_fruit,riesling,0,5.0,1.0,3.0,white wine
Saint-Émilion Grand Cru ,1978.0,Château La Fleur,4.1,1931,441.0,Saint-Émilion Grand Cru,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Seismic ,2013.0,Saronsberg,4.0,149,112.5,Tulbagh,South Africa,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Châteauneuf-du-Pape Rouge ,1988.0,Château Fortia,4.0,296,441.0,Châteauneuf-du-Pape,France,black_fruit,earth,oak,shiraz-syrah,mourvedre,3.0,1.0,5.0,red wine
Châteauneuf-du-Pape Blanc ,2006.0,Clos des Papes (Paul Avril),4.4,64,535.5,Châteauneuf-du-Pape,France,earth,tree_fruit,oak,viognier,roussanne,3.0,1.0,3.5,white wine
Engelgarten Le Jardin des Anges ,2007.0,Marcel Deiss,4.1,61,162.0,Alsace,France,earth,tree_fruit,citrus_fruit,gewurztraminer,muscat-blanc,3.0,2.0,3.0,white wine
Cuvée Palomar ,1997.0,Abadía Retuerta,4.3,939,265.5,Abadía Retuerta,Spain,oak,earth,black_fruit,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
Colli Della Toscana Centrale La Corte ,1982.0,Castello di Querceto,4.1,845,265.5,Colli della Toscana Centrale,Italy,oak,earth,non_oak,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Cuvée Columelle ,2001.0,Richeaume,4.2,1049,130.5,Provence,France,black_fruit,red_fruit,oak,shiraz-syrah,cabernet-sauvignon,3.0,1.5,4.0,red wine
Cuvée Prestige Côtes de Castillon ,2016.0,Château La Gasparde,3.9,483,96.75,Castillon - Côtes de Bordeaux,France,black_fruit,red_fruit,oak,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Shiraz ,2008.0,Saronsberg,4.3,113,198.0,Tulbagh,South Africa,oak,black_fruit,spices,shiraz-syrah,0,3.5,1.0,4.5,red wine
Chai de Bordes Bordeaux ,1988.0,Cheval Quancard,3.5,2072,202.5,Bordeaux,France,black_fruit,red_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Hattenheimer Wisselbrunnen Riesling Auslese ,2003.0,Schloss Reinhartshausen,4.2,51,166.5,Rheingau,Germany,earth,tree_fruit,tropical_fruit,riesling,0,5.0,1.0,3.0,white wine
Freie Weingärtner Weissenkirchner Achleiten Riesling ,2000.0,Domäne Wachau,3.8,37,121.5,Wachau,Austria,tree_fruit,earth,spices,riesling,0,5.0,1.0,3.5,white wine
Cigales Tinto ,2001.0,Traslanzas,3.9,675,85.5,Cigales,Spain,oak,earth,spices,tempranillo,0,2.5,1.0,4.5,red wine
Château Romefort Haut-Médoc ,1990.0,Château Lamothe-Bergeron,3.7,1428,220.5,Haut-Médoc,France,black_fruit,oak,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.5,red wine
Winemaker's Selection ,2015.0,Korta Katarina,4.3,361,41.22,Srednja I Juzna Dalmacija,Croatia,oak,black_fruit,earth,plavac-mali,0,4.5,1.5,4.0,red wine
Zehenthof Grüner Veltliner ,2021.0,Holzapfel,3.8,297,69.75,Wachau,Austria,citrus_fruit,earth,tree_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
Medvjedica ,2018.0,Dubokovic,4.3,610,47.205,Srednja I Juzna Dalmacija,Croatia,oak,black_fruit,red_fruit,plavac-mali,0,4.5,1.5,4.0,red wine
Greif Grüner Veltliner Smaragd ,2022.0,Weinhofmeisterei Mathias Hirtzberger,4.1,508,152.54999999999998,Wachau,Austria,tree_fruit,citrus_fruit,earth,gruner-veltliner,0,4.0,1.0,2.0,white wine
Graves Rouge ,2012.0,Château Bel Air Gallier,3.5,52,81.0,Graves,France,oak,earth,non_oak,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.5,red wine
Campo dei Gigli Amarone della Valpolicella ,2013.0,Tenuta Sant'Antonio,4.3,553,247.275,Amarone della Valpolicella,Italy,oak,earth,non_oak,corvina,rondinella,2.0,3.0,5.0,red wine
Cabernet Riserva ,2000.0,Vignalta,4.7,33,312.75,Colli Euganei,Italy,black_fruit,red_fruit,earth,nebbiolo,barbera,2.0,1.5,4.0,red wine
Riesling Auslese Wehlener Sonnenuhr ,1971.0,Dr. Loosen,4.2,846,1012.5,Mosel,Germany,earth,tree_fruit,citrus_fruit,riesling,0,5.0,1.0,3.0,white wine
Brunello di Montalcino Riserva ,2007.0,Castello Romitorio,4.5,301,717.75,Brunello di Montalcino,Italy,earth,oak,red_fruit,sangiovese,0,4.0,1.0,3.0,red wine
Blaufränkisch Alter Berg ,2012.0,Heinrich,4.0,55,246.15,Neusiedlersee-Hügelland,Austria,red_fruit,oak,black_fruit,blaufrankisch,0,4.5,1.0,3.5,red wine
Brunello di Montalcino Riserva ,2010.0,Castello Romitorio,4.4,106,540.0,Brunello di Montalcino,Italy,earth,oak,red_fruit,sangiovese,0,4.0,1.0,3.0,red wine
Mezzacosta Rosso Veronese ,2017.0,Menegotti,3.7,38,58.050000000000004,Rosso Veronese,Italy,black_fruit,oak,earth,nebbiolo,barbera,2.0,1.5,4.0,red wine
Thurnerberg Grüner Veltliner ,2021.0,Türk,4.0,85,67.05,Kremstal,Austria,tree_fruit,citrus_fruit,spices,gruner-veltliner,0,4.0,1.0,2.0,white wine
Bradisismo Veneto Rosso ,2017.0,Inama Azienda Agricola,4.2,201,157.04999999999998,Veneto,Italy,black_fruit,oak,earth,nebbiolo,barbera,2.0,1.5,4.0,red wine
Grüner Veltliner ,2023.0,Der Pollerhof,4.0,242,42.75,Niederösterreich,Austria,citrus_fruit,tree_fruit,earth,gruner-veltliner,0,4.0,1.0,2.0,white wine
Riesling Trocken Rotschiefer ,2020.0,Dr. Loosen,3.8,80,56.25,Mosel,Germany,earth,tree_fruit,tropical_fruit,riesling,0,5.0,1.0,3.0,white wine
Riesling Trocken ,2001.0,Robert Weil,3.9,13921,202.5,Rheingau,Germany,citrus_fruit,tree_fruit,earth,riesling,0,5.0,1.0,3.0,white wine
Romito ,2017.0,Castello Romitorio,4.0,1084,180.0,Toscana,Italy,earth,oak,red_fruit,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Setzberg Smaragd Riesling ,2022.0,Gritsch Mauritiushof,4.2,25,114.75,Wachau,Austria,tree_fruit,earth,citrus_fruit,riesling,0,5.0,1.0,3.5,white wine
Holzspur St.Laurent ,2019.0,Johanneshof Reinisch,4.3,25,179.54999999999998,Thermenregion,Austria,oak,non_oak,black_fruit,st-laurent,0,4.5,2.0,3.0,red wine
Toscana Bianco  ,2022.0,Altesino,3.6,345,60.75,Toscana,Italy,earth,tree_fruit,citrus_fruit,trebbiano,verdicchio,4.0,2.0,3.0,white wine
Margaux ,2013.0,Château Pontac Lynch,4.1,341,143.1,Margaux,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.0,red wine
Plavac Mali ,2020.0,Grgić,4.2,33,157.04999999999998,Dalmatian Coast,Croatia,black_fruit,oak,earth,plavac-mali,0,4.5,1.5,4.0,red wine
Herrenpfad Spätburgunder ,2014.0,Meyer,4.2,49,80.55,Pfalz,Germany,earth,0,0,pinot-noir,0,4.5,1.0,1.0,red wine
Zweigelt Classic ,2021.0,IBY,3.5,206,43.335,Burgenland,Austria,red_fruit,black_fruit,oak,zweigelt,0,4.0,1.0,3.0,red wine
Herrenpfad Spätburgunder ,2012.0,Meyer,4.2,49,204.75,Pfalz,Germany,earth,0,0,pinot-noir,0,4.5,1.0,1.0,red wine
La Beccaccia Nebbiolo ,2021.0,Broglia,4.0,85,89.55,Langhe,Italy,earth,oak,black_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Loibner Klostersatz Grüner Veltliner Federspiel ,2020.0,F.X. Pichler,4.0,59,123.75,Wachau,Austria,tree_fruit,earth,citrus_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
Chardonnay ,2023.0,Medea,3.7,236,14.94,Istria (Croatia),Croatia,citrus_fruit,tree_fruit,vegetal,chardonnay,0,3.0,1.5,3.5,white wine
Thurnerberg Grüner Veltliner ,2019.0,Türk,4.0,85,66.14999999999999,Kremstal,Austria,tree_fruit,citrus_fruit,spices,gruner-veltliner,0,4.0,1.0,2.0,white wine
Weissburgunder Klassik ,2023.0,Langmann,3.2,35,47.25,Steiermark,Austria,red_fruit,tropical_fruit,vegetal,pinot-blanc,0,4.0,1.0,3.0,white wine
Fronsac ,2001.0,Château de la Rivière,3.7,69,288.0,Fronsac,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,3.0,1.0,4.0,red wine
Schick und Schön ,2020.0,Tina Pfaffmann,3.6,52,53.550000000000004,German Wine,Germany,tree_fruit,citrus_fruit,earth,riesling,0,5.0,1.0,3.0,white wine
Realda ,2018.0,Anselmi,3.8,332,67.05,Veneto,Italy,black_fruit,oak,spices,nebbiolo,barbera,2.0,1.5,4.0,red wine
Mâcon-Villages ,2004.0,Auvigue,3.8,342,117.0,Mâcon-Villages,France,tree_fruit,earth,citrus_fruit,chardonnay,aligote,2.5,1.0,3.0,white wine
Leichtigkeit des Seins Blanc ,2022.0,Grand C,4.0,155,40.050000000000004,Hérault,France,citrus_fruit,spices,floral,grenache-blanc,bourboulenc,2.5,1.0,3.0,white wine
Pozzo del Curato Sagrantino di Montefalco ,2006.0,Villa Mongalli,4.4,179,148.5,Montefalco Sagrantino,Italy,oak,earth,non_oak,sangiovese,montepulciano-d-abruzzo,3.0,1.0,3.0,red wine
1000-Eimerberg Riesling Federspiel ,2021.0,Gritsch Mauritiushof,4.0,36,85.05,Wachau,Austria,tree_fruit,earth,citrus_fruit,riesling,0,5.0,1.0,3.5,white wine
Steilterrassen Atzberg Grüner Veltliner ,2021.0,Gritsch Mauritiushof,4.1,124,129.15,Wachau,Austria,tree_fruit,citrus_fruit,earth,gruner-veltliner,0,4.0,1.0,2.0,white wine
Nobles Rives Hermitage ,2015.0,Cave de Tain,4.1,241,297.0,Hermitage,France,oak,black_fruit,red_fruit,shiraz-syrah,0,3.5,1.0,5.0,red wine
'Uno' Montefalco Sagrantino ,2015.0,Tenuta Alzatura,4.0,445,102.60000000000001,Montefalco Sagrantino,Italy,oak,non_oak,earth,sangiovese,montepulciano-d-abruzzo,3.0,1.0,3.0,red wine
Dürnsteiner Grüner Veltliner ,2020.0,F.X. Pichler,4.0,45,155.25,Wachau,Austria,earth,tree_fruit,citrus_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
Pomerol ,2001.0,Château La Grave (Trigant de Boisset),4.2,86,135.0,Pomerol,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Grüner Veltliner Frechau ,2022.0,Türk,4.0,138,143.54999999999998,Kremstal,Austria,tree_fruit,earth,oak,gruner-veltliner,0,4.0,1.0,2.0,white wine
Gevrey-Chambertin 'Les Crais' ,2005.0,Gérard Seguin,4.1,357,378.0,Gevrey-Chambertin,France,red_fruit,oak,earth,pinot-noir,0,4.5,1.0,3.0,red wine
Blaufränkisch Classic ,2021.0,Paul Kerschbaum,3.7,27,47.25,Mittelburgenland,Austria,oak,black_fruit,spices,blaufrankisch,0,4.5,1.0,3.5,red wine
Sauvignon Blanc Classique ,2018.0,Skoff Original,3.8,542,155.25,Südsteiermark,Austria,citrus_fruit,earth,tree_fruit,sauvignon-blanc,0,4.0,1.0,2.0,white wine
