Wine Name,Year,Winery,Rating,num_review,Price,Region,Country,Flavour group 1,Flavour group 2,Flavour group 3,Grapes 1,Grapes 2,Acidity,Sweetness,Intensity,Type
Pinot Noir Réserve ,2022.0,Grand C,3.5,116,53.550000000000004,Alsace,France,red_fruit,oak,earth,pinot-noir,0,4.0,1.0,2.0,red wine
Graf Noir ,1995.0,Drei Donà - Tenuta La Palazza,4.3,80,449.55,Emilia-Romagna,Italy,black_fruit,non_oak,oak,nebbiolo,barbera,2.0,1.5,4.0,red wine
Herzstück vom Kirchenberg Grüner Veltliner ,2015.0,Nigl,4.1,26,191.25,Kremstal,Austria,tree_fruit,earth,tropical_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
1000-Eimerberg Smaragd Riesling ,2023.0,Gritsch Mauritiushof,4.3,676,166.04999999999998,Wachau,Austria,tree_fruit,earth,citrus_fruit,riesling,0,5.0,1.0,3.5,white wine
Schüttenberg ,2020.0,Weingut Philipp Grassl,4.0,322,134.54999999999998,Carnuntum,Austria,black_fruit,red_fruit,non_oak,zweigelt,0,4.0,1.0,3.0,red wine
Ried Liebenberg Grüner Veltliner Smaragd ,2023.0,Josef Jamek,4.1,771,175.04999999999998,Wachau,Austria,tree_fruit,earth,citrus_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
Vignaquadra Montepulciano d'Abruzzo ,2019.0,Collefrisio,4.1,49,120.51,Montepulciano d'Abruzzo,Italy,black_fruit,oak,earth,montepulciano-d-abruzzo,0,4.0,1.0,2.5,red wine
Morrecine Montepulciano d'Abruzzo ,2021.0,Collefrisio,3.8,395,69.16499999999999,Montepulciano d'Abruzzo,Italy,earth,oak,red_fruit,montepulciano-d-abruzzo,0,4.0,1.0,2.5,red wine
La Groletta Valpolicella Ripasso ,2019.0,Corte Giara,3.9,1827,110.02499999999999,Valpolicella Ripasso,Italy,oak,red_fruit,black_fruit,corvina,rondinella,2.0,2.0,4.0,red wine
Cabernet Sauvignon Reserva ,2021.0,Casas Patronales,3.9,243,52.38,Maule Valley,Chile,oak,non_oak,earth,cabernet-sauvignon,0,3.0,1.0,4.5,red wine
Vecciano Rosso ,2021.0,Barbanera,4.1,1523,73.35000000000001,Toscana,Italy,oak,red_fruit,spices,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Bardolino Classico Vigna Le Giare ,2022.0,Lenotti,3.3,361,52.38,Bardolino Classico,Italy,red_fruit,microbio,black_fruit,nebbiolo,barbera,2.0,1.5,4.0,red wine
Merlot ,2021.0,Orbiel & Freres,3.6,100,41.895,Pays d'Oc,France,black_fruit,non_oak,oak,shiraz-syrah,grenache-noir,4.0,1.0,4.0,red wine
Glárima Varietales Tinto ,2022.0,Bodega Sommos,3.7,2675,38.745,Somontano,Spain,oak,non_oak,red_fruit,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
Dual ,2022.0,Alvarez Duran,4.1,880,72.0,Priorat,Spain,red_fruit,black_fruit,non_oak,shiraz-syrah,cabernet-sauvignon,3.5,1.0,5.0,red wine
Orebus Minervois ,2021.0,Domaine Pierre Fil,4.0,565,60.300000000000004,Minervois,France,black_fruit,oak,spices,shiraz-syrah,grenache-noir,4.0,1.0,4.0,red wine
Montecarlo Rosso ,2015.0,Tenuta del Buonamico,3.4,83,33.75,Montecarlo,Italy,red_fruit,black_fruit,oak,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Cannubi Barolo Riserva ,2006.0,Barale Fratelli,4.2,62,333.0,Barolo,Italy,earth,black_fruit,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Colheita Port ,1952.0,Krohn,4.3,3863,2156.265,Porto,Portugal,non_oak,oak,dried_fruit,touriga-nacional,touriga-franca,3.0,5.0,5.0,fortified wine
Maistrali Cannonau di Sardegna Riserva ,2012.0,Cantina Li Seddi,4.1,112,74.25,Cannonau di Sardegna,Italy,black_fruit,red_fruit,spices,grenache-noir,0,3.0,1.0,4.0,red wine
Riserva Brunello di Montalcino ,1997.0,Casanuova delle Cerbaie,4.3,96,360.0,Brunello di Montalcino,Italy,red_fruit,earth,oak,sangiovese,0,4.0,1.0,3.0,red wine
Son Roig ,2021.0,Can Majoral,3.9,214,98.77499999999999,Plà i Llevant,Spain,black_fruit,oak,spices,grenache-noir,tempranillo,3.0,1.0,4.0,red wine
Küss den Pfennig Riesling Smaragd ,2021.0,Schmidl,4.1,237,152.775,Wachau,Austria,earth,tree_fruit,citrus_fruit,riesling,0,5.0,1.0,3.5,white wine
Holzgasse Grüner Veltliner ,2023.0,Buchegger,3.8,1144,47.25,Niederösterreich,Austria,tree_fruit,citrus_fruit,earth,gruner-veltliner,0,4.0,1.0,2.0,white wine
Steilterrassen Atzberg Grüner Veltliner ,2020.0,Gritsch Mauritiushof,4.1,124,125.55,Wachau,Austria,tree_fruit,citrus_fruit,earth,gruner-veltliner,0,4.0,1.0,2.0,white wine
Pinot Noir ,2020.0,Weingut Goldenits,3.8,450,74.25,Burgenland,Austria,spices,red_fruit,oak,pinot-noir,0,4.5,1.0,2.0,red wine
Blaufränkisch Ried Fabian ,2022.0,Gager,3.7,615,62.550000000000004,Mittelburgenland,Austria,oak,non_oak,black_fruit,blaufrankisch,0,4.5,1.0,3.5,red wine
Loibner Klostersatz Grüner Veltliner Federspiel ,2022.0,F.X. Pichler,4.0,31,124.64999999999999,Wachau,Austria,tree_fruit,earth,citrus_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
Sauvignon Blanc ,2023.0,Tschermonegg,3.9,242,52.65,Südsteiermark,Austria,citrus_fruit,tree_fruit,vegetal,sauvignon-blanc,0,4.0,1.0,2.0,white wine
Tifeo Etna Rosso ,2019.0,Gambino Vini,4.1,219,108.0,Etna,Italy,earth,oak,red_fruit,primitivo,aglianico,2.0,2.0,5.0,red wine
Bourgogne Aligoté ,2022.0,Domaine Truchetet,3.8,160,116.55,Bourgogne Aligoté,France,earth,microbio,oak,chardonnay,0,3.0,1.0,4.0,white wine
Vom Löss Weissburgunder ,2023.0,Eymann,3.5,103,44.550000000000004,Pfalz,Germany,tree_fruit,citrus_fruit,earth,pinot-blanc,0,4.0,1.0,3.0,white wine
Riesling Alsace Grand Cru 'Steingrubler' ,2019.0,Domaine Barmès Buecher,4.0,291,168.75,Alsace Grand Cru 'Steingrubler',France,earth,tree_fruit,microbio,riesling,0,4.5,2.0,3.0,white wine
Butterfly Riesling ,2023.0,Forstmeister Geltz-Zilliken,3.9,1381,56.25,Mosel,Germany,tree_fruit,earth,citrus_fruit,riesling,0,5.0,1.0,3.0,white wine
Barolo Monvigliero ,2016.0,Diego Morra,4.1,109,234.0,Barolo,Italy,oak,red_fruit,spices,nebbiolo,0,5.0,1.0,4.0,red wine
Cuvée Especial Reserva ,1946.0,Viña Real,3.9,1374,1687.5,Rioja,Spain,red_fruit,earth,oak,tempranillo,graciano,4.0,1.0,4.0,red wine
Dalmau Rioja ,1995.0,Marqués de Murrieta,4.5,48,441.0,Rioja,Spain,oak,non_oak,black_fruit,tempranillo,graciano,4.0,1.0,4.0,red wine
Valpolicella Ripasso Classico Superiore ,2018.0,Le Calendre,4.0,107,85.05,Valpolicella Ripasso Classico,Italy,oak,red_fruit,earth,corvina,rondinella,2.0,2.0,4.0,red wine
Niederberg Helden Riesling Kabinett ,2023.0,Schloss Lieser,4.0,495,81.0,Mosel,Germany,earth,citrus_fruit,tree_fruit,riesling,0,5.0,1.0,3.0,white wine
Rioja Reserva ,1973.0,Imperial,4.2,25,427.5,Rioja,Spain,oak,non_oak,earth,tempranillo,graciano,4.0,1.0,4.0,red wine
Pommard 'Les Vignots' ,2022.0,Domaine Changarnier,4.0,75,247.04999999999998,Pommard,France,black_fruit,red_fruit,oak,pinot-noir,0,4.0,1.0,2.5,red wine
Toreye Chardonnay Trocken ,2023.0,Eymann,3.7,63,65.25,Pfalz,Germany,tree_fruit,microbio,oak,chardonnay,0,3.5,1.0,3.0,white wine
Frühenberg Spätburgunder Trocken ,2020.0,Peter Jakob Kühn,3.9,98,224.54999999999998,Rheingau,Germany,red_fruit,earth,oak,pinot-noir,0,4.5,1.0,1.0,red wine
Stettener Pulvermächer Riesling Kieselsandstein ,2019.0,Beurer,3.8,94,197.54999999999998,Württemberg,Germany,earth,tree_fruit,microbio,riesling,0,5.0,1.0,3.0,white wine
The Real McCoy Riesling ,2019.0,Jordan Wines,3.9,130,59.4,Stellenbosch,South Africa,citrus_fruit,tree_fruit,earth,riesling,0,4.5,2.0,3.0,white wine
Domaine Sainte Barbe Viré-Clessé 'Thurissey' ,2022.0,Chaland Jean-Marie,3.9,162,134.54999999999998,Viré-Clessé,France,citrus_fruit,tree_fruit,earth,chardonnay,aligote,2.5,1.0,3.0,white wine
Esculpido Branco ,2019.0,A&D Wines - Quinta de Santa Teresa,4.2,152,103.5,Vinho Verde,Portugal,earth,oak,non_oak,arinto-de-bucelas,loureiro,4.5,1.0,1.5,white wine
Merlot ,2013.0,Panta Rhei,4.1,331,204.75,Burgenland,Austria,red_fruit,black_fruit,oak,merlot,0,3.0,2.0,3.0,red wine
Kollmütz Grüner Veltliner Smaragd ,2021.0,Weinhofmeisterei Mathias Hirtzberger,4.2,37,193.04999999999998,Wachau,Austria,earth,tree_fruit,citrus_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
Merlot ,2021.0,Sepp Moser,3.9,237,89.55,Neusiedlersee,Austria,oak,red_fruit,black_fruit,merlot,0,3.0,2.0,3.0,red wine
Obere Steilterrassen Atzberg Grüner Veltliner ,2017.0,Gritsch Mauritiushof,4.5,53,290.25,Wachau,Austria,tree_fruit,earth,microbio,gruner-veltliner,0,4.0,1.0,2.0,white wine
Blaufränkisch ,2019.0,Weinbau Uwe Schiefer,3.9,45,69.75,Burgenland,Austria,red_fruit,earth,black_fruit,blaufrankisch,0,4.5,1.0,3.5,red wine
Spiegel Grüner Veltliner ,2020.0,Anton Bauer,3.8,123,114.75,Wagram,Austria,tree_fruit,tropical_fruit,citrus_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
Zehenthof Grüner Veltliner ,2020.0,Holzapfel,3.8,297,71.55,Wachau,Austria,citrus_fruit,earth,tree_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
Dürnsteiner Grüner Veltliner ,2018.0,F.X. Pichler,4.1,147,155.25,Wachau,Austria,earth,tree_fruit,citrus_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
Pellingen 1 Privat Grüner Veltliner ,2015.0,Nigl,4.0,83,205.20000000000002,Kremstal,Austria,tree_fruit,earth,citrus_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
Merlot ,2021.0,Wenzel,3.8,99,65.25,Burgenland,Austria,red_fruit,spices,non_oak,merlot,0,3.0,2.0,3.0,red wine
Della Cima Sagrantino di Montefalco ,2004.0,Villa Mongalli,4.4,509,284.03999999999996,Montefalco Sagrantino,Italy,oak,earth,black_fruit,sangiovese,montepulciano-d-abruzzo,3.0,1.0,3.0,red wine
Assunto Brunello di Montalcino ,2013.0,Bellaria,4.2,123,215.955,Brunello di Montalcino,Italy,oak,earth,red_fruit,sangiovese,0,4.0,1.0,3.0,red wine
Ronco del Picchio Sforzato di Valtellina ,2021.0,Società Agricola Fay,4.2,993,238.04999999999998,Sforzato della Valtellina,Italy,red_fruit,black_fruit,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Collenottolo  Montefalco Sagrantino ,2011.0,Tenuta Bellafonte,4.1,416,224.54999999999998,Montefalco Sagrantino,Italy,black_fruit,earth,oak,sangiovese,montepulciano-d-abruzzo,3.0,1.0,3.0,red wine
Castillon - Côtes de Bordeaux ,2018.0,Château Fongaban,3.6,861,58.5,Castillon - Côtes de Bordeaux,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Barbaresco Sori' Paitin Vecchie Vigne Riserva ,2011.0,PAITIN,4.2,138,404.55,Barbaresco,Italy,earth,oak,red_fruit,nebbiolo,0,5.0,1.0,4.0,red wine
Blume Riesling Spätlese ,2020.0,Braunewell,4.0,148,89.55,Rheinhessen,Germany,tree_fruit,earth,citrus_fruit,riesling,0,5.0,1.0,3.0,white wine
Schwarzer Herrgott Riesling ,2021.0,Philipp Kuhn,4.1,204,166.04999999999998,Pfalz,Germany,earth,tree_fruit,citrus_fruit,riesling,0,5.0,1.0,3.0,white wine
Teufelspfad Riesling ,2018.0,Braunewell,4.0,160,89.55,Rheinhessen,Germany,earth,tree_fruit,tropical_fruit,riesling,0,5.0,1.0,3.0,white wine
Meursault 'Les Malpoiriers' ,2022.0,Domaine Changarnier,4.2,190,292.05,Meursault,France,oak,microbio,tree_fruit,chardonnay,pinot-gris,3.0,1.0,4.0,white wine
Smaragd Achleiten Grüner Veltliner ,2018.0,Prager,4.4,75,213.75,Wachau,Austria,earth,tree_fruit,citrus_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
Veltliner 333 ,2017.0,Türk,4.5,84,384.75,Kremstal,Austria,tree_fruit,citrus_fruit,spices,gruner-veltliner,0,4.0,1.0,2.0,white wine
Wieland 1 Riesling Reserve ,2018.0,Mantlerhof,4.0,462,161.54999999999998,Kremstal,Austria,tree_fruit,earth,citrus_fruit,riesling,0,5.0,1.0,3.5,white wine
Tinata Toscana ,2011.0,Monteverro,4.4,138,425.25,Toscana,Italy,oak,black_fruit,non_oak,cabernet-sauvignon,merlot,3.0,1.0,3.0,red wine
Vieilles Vignes Saint-Nicolas-de-Bourgueil ,2020.0,Cave Bruneau-Dupuy,3.9,152,49.5,Saint-Nicolas-de-Bourgueil,France,black_fruit,red_fruit,oak,cabernet-franc,0,4.0,1.5,3.5,red wine
Ried Loibenberg Grüner Veltliner ,2018.0,Gritsch Mauritiushof,4.4,26,179.54999999999998,Wachau,Austria,tree_fruit,earth,spices,gruner-veltliner,0,4.0,1.0,2.0,white wine
Vieilles Vignes Gevrey-Chambertin ,2022.0,Domaine Philippe Naddef,4.2,287,314.55,Gevrey-Chambertin,France,red_fruit,earth,dried_fruit,pinot-noir,0,4.5,1.0,3.0,red wine
Juffer Sonnenuhr Riesling Spätlese ,2022.0,Schloss Lieser,4.1,554,96.75,Mosel,Germany,tree_fruit,earth,citrus_fruit,riesling,0,5.0,1.0,3.0,white wine
Dornfelder Trocken ,2015.0,Julius Kimmle,2.8,46,24.974999999999998,Pfalz,Germany,red_fruit,0,0,dornfelder,0,3.0,1.0,3.0,red wine
Bordeaux ,2023.0,Château Haut-Mouleyre,3.6,2776,40.050000000000004,Bordeaux,France,oak,red_fruit,black_fruit,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Châteauneuf-du-Pape ,2023.0,Victor Berard,4.0,878,107.55,Châteauneuf-du-Pape,France,oak,spices,red_fruit,shiraz-syrah,mourvedre,3.0,1.0,5.0,red wine
Dadá Art 2 ,2019.0,Bodega Finca Las Moras,3.8,663,40.050000000000004,San Juan,Argentina,oak,non_oak,spices,merlot,0,1.5,1.5,4.0,red wine
Pinot Grigio ,2019.0,La Trigi,3.2,40,30.375,delle Venezie,Italy,tree_fruit,citrus_fruit,earth,pinot-grigio,0,2.5,1.5,3.0,white wine
Ihringer Fohrenberg Grauer Burgunder Trocken ,2020.0,Karl Karle,3.5,25,32.85,Baden,Germany,spices,microbio,0,pinot-gris,0,2.5,1.5,3.0,white wine
Die Martha ,2015.0,HPF1855 - Hermanuspietersfontein,4.3,29,103.05,Western Cape,South Africa,oak,earth,black_fruit,shiraz-syrah,grenache-noir,3.0,1.5,4.0,red wine
Barbera d'Alba Vigneto Punta ,2013.0,Azelia,3.6,114,80.55,Barbera d'Alba,Italy,red_fruit,oak,black_fruit,barbera,0,4.0,1.0,3.5,red wine
Saint-Émilion Grand Cru (Grand Cru Classé) ,1981.0,Château Villemaurine,4.1,4630,157.5,Saint-Émilion Grand Cru,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,3.5,1.0,4.5,red wine
Dadá Art 1 ,2019.0,Bodega Finca Las Moras,3.8,894,40.050000000000004,San Juan,Argentina,oak,non_oak,spices,malbec,0,2.5,1.5,4.0,red wine
Bordeaux Supérieur ,2023.0,Château Tour de Perrigal,3.3,1327,32.4,Bordeaux Supérieur,France,black_fruit,earth,oak,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Spätburgunder ,2017.0,Braun,3.6,192,33.074999999999996,Pfalz,Germany,red_fruit,earth,non_oak,pinot-noir,0,4.5,1.0,1.0,red wine
Kleinboet ,2018.0,HPF1855 - Hermanuspietersfontein,4.2,499,80.77499999999999,Western Cape,South Africa,black_fruit,oak,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Pinotage ,2015.0,Delheim,3.8,340,67.05,Stellenbosch,South Africa,oak,red_fruit,non_oak,pinotage,0,3.0,1.0,4.0,red wine
Campogiovanni Brunello di Montalcino ,1983.0,San Felice,4.2,21296,306.0,Brunello di Montalcino,Italy,oak,earth,red_fruit,sangiovese,0,4.0,1.0,3.0,red wine
Estate Vineyards Cabernet Sauvignon ,2009.0,Rust En Vrede,4.0,156,130.5,Stellenbosch,South Africa,oak,black_fruit,earth,cabernet-sauvignon,0,4.0,1.0,4.5,red wine
Gattinara ,1965.0,Travaglini,4.0,28915,337.05,Gattinara,Italy,red_fruit,earth,oak,nebbiolo,0,5.0,1.0,4.0,red wine
Haut-Médoc ,1970.0,Château Bel-Orme Tronquoy de Lalande,3.8,3608,220.5,Haut-Médoc,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.5,red wine
Sauternes ,1983.0,Château Menota,4.0,197,265.5,Sauternes,France,earth,oak,tree_fruit,sauvignon-blanc,semillion,4.5,5.0,5.0,dessert wine
Reserva ,1980.0,Viña Zaco,3.8,45,220.5,Rioja,Spain,oak,red_fruit,black_fruit,tempranillo,graciano,4.0,1.0,4.0,red wine
Schlossberg Achkarren Riesling GG ,1995.0,Dr. Heger,4.0,117,265.5,Baden,Germany,tree_fruit,earth,citrus_fruit,riesling,0,5.0,1.0,3.0,white wine
Cuvée Alix Côtes de Bordeaux ,1988.0,Château Plaisance,3.6,1059,265.5,Blaye - Côtes de Bordeaux,France,oak,earth,black_fruit,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Sauternes ,1995.0,Château Raymond-Lafon,4.2,49,265.5,Sauternes,France,earth,tree_fruit,oak,sauvignon-blanc,semillion,4.5,5.0,5.0,dessert wine
Cabernet Sauvignon ,1988.0,Kanonkop,4.3,9407,310.5,Stellenbosch,South Africa,oak,black_fruit,earth,cabernet-sauvignon,0,4.0,1.0,4.5,red wine
Hochberg Zweigelt ,2016.0,Weingut Tesch,3.5,69,58.050000000000004,Mittelburgenland,Austria,black_fruit,red_fruit,0,zweigelt,0,4.0,1.0,3.0,red wine
Thurnerberg Grüner Veltliner ,2022.0,Türk,4.0,85,67.05,Kremstal,Austria,tree_fruit,citrus_fruit,spices,gruner-veltliner,0,4.0,1.0,2.0,white wine
Spiegel 1 Grüner Veltliner Reserve ,2020.0,Mantlerhof,3.9,111,134.54999999999998,Kremstal,Austria,tree_fruit,citrus_fruit,earth,gruner-veltliner,0,4.0,1.0,2.0,white wine
Classic Sauvignon Blanc ,2022.0,Dreisiebner Stammhaus,3.7,91,53.550000000000004,Südsteiermark,Austria,citrus_fruit,vegetal,earth,sauvignon-blanc,0,4.0,1.0,2.0,white wine
Grubthal Chardonnay ,2020.0,Muster-Gamlitz,4.2,180,179.54999999999998,Südsteiermark,Austria,oak,non_oak,spices,chardonnay,0,3.5,1.0,3.0,white wine
Sauvignon Blanc Klassik ,2023.0,Langmann,3.7,137,53.550000000000004,Steiermark,Austria,citrus_fruit,earth,tropical_fruit,sauvignon-blanc,0,4.0,1.0,2.0,white wine
Ried Buch Sauvignon Blanc ,2016.0,Frauwallner,4.0,145,114.75,Südoststeiermark,Austria,tree_fruit,citrus_fruit,vegetal,sauvignon-blanc,0,4.0,1.0,2.0,white wine
Pellingen 1 Privat Grüner Veltliner ,2017.0,Nigl,4.3,66,179.54999999999998,Kremstal,Austria,tree_fruit,earth,citrus_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
Zöbing Riesling ,2023.0,Schloss Gobelsburg,4.0,423,71.55,Kamptal,Austria,tree_fruit,citrus_fruit,earth,riesling,0,5.0,1.0,3.5,white wine
Sauvignon Blanc ,2023.0,Weingut Bernd Stelzl,3.8,104,56.25,Südsteiermark,Austria,citrus_fruit,oak,0,sauvignon-blanc,0,4.0,1.0,2.0,white wine
Reihburg Blaufränkisch r ,2013.0,Weinbau Uwe Schiefer,4.1,47,265.05,Südburgenland,Austria,earth,oak,red_fruit,blaufrankisch,0,4.5,1.0,3.5,red wine
Sauvignon Blanc Steinbach ,2015.0,Strauss,4.0,31,80.55,Südsteiermark,Austria,tropical_fruit,vegetal,microbio,sauvignon-blanc,0,4.0,1.0,2.0,white wine
Der Wein vom Stein Riesling ,2018.0,Neumayer,4.2,176,150.75,Traisental,Austria,tree_fruit,tropical_fruit,earth,riesling,0,5.0,1.0,3.5,white wine
Sauvignon Blanc Classic ,2018.0,Polz,3.9,79,89.55,Südsteiermark,Austria,black_fruit,citrus_fruit,microbio,sauvignon-blanc,0,4.0,1.0,2.0,white wine
Holzspur St.Laurent ,2017.0,Johanneshof Reinisch,4.3,48,194.85,Thermenregion,Austria,oak,non_oak,black_fruit,st-laurent,0,4.5,2.0,3.0,red wine
Pinot Noir Reserve ,2023.0,Weingut Philipp Grassl,3.9,215,94.05,Carnuntum,Austria,earth,red_fruit,spices,pinot-noir,0,4.5,1.0,2.0,red wine
Bergdistel Grüner Veltliner Smaragd ,2019.0,Tegernseerhof,4.1,133,101.25,Wachau,Austria,tree_fruit,earth,citrus_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
Côtes de Bourg ,2009.0,Château de Lidonne,3.4,26,144.0,Côtes de Bourg,France,red_fruit,oak,microbio,cabernet-sauvignon,cabernet-franc,4.0,1.0,4.0,red wine
Zweigelt CS ,2022.0,Leo Aumann,3.6,173,57.6,Thermenregion,Austria,oak,black_fruit,red_fruit,zweigelt,0,4.0,1.0,3.0,red wine
Za Inspiraciju Plavac Mali Barrique ,2020.0,Stina,4.2,37,83.205,Srednja I Juzna Dalmacija,Croatia,oak,earth,black_fruit,plavac-mali,0,4.5,1.5,4.0,red wine
Volnay ,2014.0,Rossignol Cornu,3.8,178,175.5,Volnay,France,red_fruit,earth,oak,pinot-noir,0,4.0,1.0,2.5,red wine
Sernauberg Sauvignon Blanc ,2021.0,Sattlerhof,3.9,606,148.04999999999998,Südsteiermark,Austria,tree_fruit,tropical_fruit,earth,sauvignon-blanc,0,4.0,1.0,2.0,white wine
Königsberg Blaufränkisch k Alte Weingarten ,2013.0,Weinbau Uwe Schiefer,4.2,32,294.75,Südburgenland,Austria,red_fruit,black_fruit,spices,blaufrankisch,0,4.5,1.0,3.5,red wine
Ried Scheiben 1 ÖTW Gruner Veltliner ,2021.0,Leth,3.7,709,112.05,Wagram,Austria,tree_fruit,earth,tropical_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
Grassnitzberg Sauvignon Blanc ,2011.0,Skoff Original,3.9,234,85.05,Südsteiermark,Austria,tropical_fruit,citrus_fruit,tree_fruit,sauvignon-blanc,0,4.0,1.0,2.0,white wine
Riesling Zehetnerin ,2022.0,Mantlerhof,3.6,247,67.05,Kremstal,Austria,citrus_fruit,earth,tree_fruit,riesling,0,5.0,1.0,3.5,white wine
Loibner Klostersatz Grüner Veltliner Federspiel ,2023.0,F.X. Pichler,3.9,824,121.05,Wachau,Austria,tree_fruit,earth,citrus_fruit,gruner-veltliner,0,4.0,1.0,2.0,white wine
Goldberg Blaufränkisch ,2018.0,Prieler,4.2,506,314.55,Neusiedlersee-Hügelland,Austria,black_fruit,earth,spices,blaufrankisch,0,4.5,1.0,3.5,red wine
El Holgazán ,2021.0,Marta Maté,3.7,51,74.25,Ribera del Duero,Spain,oak,red_fruit,earth,tempranillo,0,4.0,1.0,4.0,red wine
Crozes-Hermitage ,2017.0,Domaine de Montine,4.0,198,90.0,Crozes-Hermitage,France,red_fruit,oak,black_fruit,shiraz-syrah,0,3.0,1.0,4.0,red wine
Im Weingebirge Grüner Veltliner Smaragd ,2018.0,Nikolaihof,4.0,122,166.04999999999998,Burgenland,Austria,tree_fruit,earth,spices,gruner-veltliner,0,4.0,1.0,2.0,white wine
Uroboros ,2020.0,Trapan,3.9,559,29.25,Istria (Croatia),Croatia,oak,tree_fruit,earth,malvazija-istarska,0,4.0,1.5,3.0,white wine
Bella's Garden Shiraz ,2013.0,Two Hands,4.2,693,247.5,Barossa Valley,Australia,black_fruit,oak,spices,shiraz-syrah,0,3.0,1.0,5.0,red wine
Obere Steilterrassen Atzberg Grüner Veltliner ,2019.0,Gritsch Mauritiushof,4.5,65,314.55,Wachau,Austria,tree_fruit,earth,microbio,gruner-veltliner,0,4.0,1.0,2.0,white wine
Antonin et Louis Terrasses du Larzac ,2018.0,Mas de la Seranne,4.3,117,96.75,Terrasses du Larzac,France,black_fruit,earth,red_fruit,shiraz-syrah,grenache-noir,4.0,1.0,4.0,red wine
Jovem Pinot Noir ,2017.0,Marcelo Miras,3.4,179,70.38,Patagonia,Argentina,red_fruit,earth,oak,pinot-noir,0,3.0,1.0,3.0,red wine
Nepente di Oliena Cannonau di Sardegna ,2020.0,Cantina Oliena,3.9,509,85.455,Cannonau di Sardegna,Italy,red_fruit,oak,black_fruit,grenache-noir,0,3.0,1.0,4.0,red wine
Cabernet Sauvignon ,2017.0,Angulo Innocenti,3.6,129,73.8,La Consulta,Argentina,oak,spices,black_fruit,cabernet-sauvignon,0,3.0,1.0,4.0,red wine
Syrah ,2017.0,Pozo de Luna,3.8,43,189.0,San Luis Potosí,Mexico,black_fruit,spices,oak,shiraz-syrah,0,2.5,1.0,4.5,red wine
Merlot Reserve Cobblers Hill ,2021.0,Jordan Wines,3.6,115,62.775,Stellenbosch,South Africa,oak,black_fruit,spices,merlot,0,3.0,1.5,4.0,red wine
Reserva Tempranillo ,2017.0,Coelus,4.1,155,98.955,Rioja,Spain,red_fruit,oak,earth,tempranillo,graciano,4.0,1.0,4.0,red wine
Bric Bertu Barbera d'Alba ,2017.0,Negro Angelo,4.0,318,104.535,Barbera d'Alba,Italy,black_fruit,red_fruit,spices,barbera,0,4.0,1.0,3.5,red wine
Porto ,1940.0,J.W. Hart,4.5,159,1912.5,Porto,Portugal,oak,non_oak,dried_fruit,touriga-nacional,tinta-roriz,3.0,5.0,5.0,fortified wine
Vouvray Clos du Bourg Sec ,1971.0,Domaine Huet,4.1,2865,1912.5,Vouvray,France,tree_fruit,earth,citrus_fruit,chenin-blanc,0,5.0,1.0,2.0,white wine
Chapelle-Chambertin Grand Cru ,1989.0,Domaine Trapet,4.4,983,1556.235,Chapelle-Chambertin Grand Cru,France,earth,red_fruit,oak,pinot-noir,0,4.5,1.0,3.0,red wine
Savigny-les-Beaune ,1966.0,Maison Champy,4.0,873,618.75,Savigny-lès-Beaune,France,red_fruit,oak,earth,pinot-noir,0,4.0,1.0,2.5,red wine
Saint-Julien (Grand Cru Classé) ,1986.0,Château Saint-Pierre,4.1,42,337.5,Saint-Julien,France,oak,black_fruit,earth,cabernet-sauvignon,cabernet-franc,4.5,1.0,4.0,red wine
Pinot Noir ,2018.0,Brennan,4.2,567,95.355,Gibbston,New Zealand,earth,oak,black_fruit,pinot-noir,0,4.0,1.0,2.5,red wine
Sauvignon Blanc ,2022.0,Carrick,3.4,163,80.28,Central Otago,New Zealand,citrus_fruit,tree_fruit,tropical_fruit,sauvignon-blanc,0,4.5,1.0,2.5,white wine
